,DomainLength,TLD,NoOfSubDomain,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,IsHTTPS,HasTitle,HasFavicon,NoOfURLRedirect,HasDescription,NoOfiFrame,HasHiddenFields,HasPasswordField,NoOfImage,NoOfCSS,NoOfJS,label
196128,18,263,1,12,0.48,0,0.0,1,1,1,0,1,3,1,0,15,5,25,1
196132,22,231,1,16,0.552,0,0.0,1,1,0,0,1,0,1,0,15,12,11,1
196138,13,231,1,7,0.35,0,0.0,1,1,1,0,1,0,0,0,3,4,14,1
196140,24,231,1,18,0.581,0,0.0,1,1,0,0,1,0,1,0,18,3,6,1
196141,16,273,1,10,0.435,0,0.0,1,1,0,0,1,1,0,0,98,6,9,1
196142,23,231,1,17,0.567,0,0.0,1,1,1,0,1,1,1,0,8,13,28,1
196144,18,231,1,12,0.48,0,0.0,1,1,1,0,0,5,1,0,17,1,8,1
196156,20,231,1,13,0.481,0,0.0,1,1,1,0,1,0,0,0,17,6,18,1
196157,15,231,1,9,0.409,0,0.0,1,1,1,0,1,0,1,0,43,13,20,1
196158,24,254,1,16,0.516,0,0.0,1,1,0,0,0,0,0,0,4,11,16,1
196159,28,231,1,22,0.629,0,0.0,1,1,0,0,1,0,1,0,12,14,6,1
196161,24,231,1,18,0.581,0,0.0,1,1,0,0,0,4,1,0,19,4,5,1
196162,23,231,1,17,0.567,0,0.0,1,1,1,0,1,1,1,0,9,2,7,1
196167,28,231,1,22,0.629,0,0.0,1,1,0,0,1,0,0,0,27,16,28,1
196168,18,231,1,12,0.48,0,0.0,1,1,0,0,0,1,0,0,2,5,7,1
196171,21,337,1,15,0.536,0,0.0,1,1,0,0,0,0,0,0,4,10,16,1
196175,22,231,1,16,0.552,0,0.0,1,1,1,0,1,1,1,0,5,2,11,1
196176,19,231,1,13,0.5,0,0.0,1,1,1,0,1,2,1,0,4,8,17,1
196180,16,231,1,10,0.435,0,0.0,1,1,1,0,1,2,1,0,10,16,20,1
196186,21,231,1,15,0.536,0,0.0,1,1,0,0,1,1,1,0,21,9,12,1
196190,31,231,1,25,0.658,0,0.0,1,1,1,0,1,2,1,0,45,7,11,1
196199,23,231,1,17,0.567,0,0.0,1,1,1,0,1,1,0,0,38,1,4,1
196203,12,280,1,6,0.316,0,0.0,1,1,1,0,1,0,0,0,8,3,11,1
196215,13,292,1,7,0.35,0,0.0,1,1,1,0,1,3,0,0,11,6,17,1
196218,22,231,1,15,0.517,0,0.0,1,1,0,0,1,1,1,0,17,12,19,1
196220,24,231,1,18,0.581,0,0.0,1,1,0,0,1,1,1,0,81,29,32,1
196225,30,231,1,24,0.649,0,0.0,1,1,1,0,1,0,1,0,20,20,29,1
196226,14,231,1,8,0.381,0,0.0,1,1,1,0,0,0,0,0,7,2,11,1
196230,14,231,1,8,0.381,0,0.0,1,1,1,0,1,2,1,0,23,4,21,1
196240,18,231,1,11,0.44,0,0.0,1,1,1,0,1,7,1,0,85,3,26,1
196244,18,231,1,12,0.48,0,0.0,1,1,0,0,1,0,1,0,40,19,31,1
196252,21,231,1,15,0.536,0,0.0,1,1,1,0,1,2,1,0,21,9,18,1
196255,25,231,1,19,0.594,0,0.0,1,1,0,0,1,2,1,0,34,4,6,1
196257,18,231,1,12,0.48,0,0.0,1,1,0,0,1,0,0,0,18,23,44,1
196258,24,231,1,18,0.581,0,0.0,1,1,1,0,1,0,0,0,57,2,12,1
196265,23,231,1,17,0.567,0,0.0,1,1,0,0,1,0,1,0,21,17,12,1
196267,26,231,1,20,0.606,0,0.0,1,1,1,0,1,1,1,0,10,5,40,1
196270,18,252,1,12,0.48,0,0.0,1,1,1,0,1,2,1,0,23,1,14,1
196274,24,231,1,18,0.581,0,0.0,1,1,0,0,1,1,0,0,13,4,16,1
196277,18,231,1,12,0.48,0,0.0,1,1,0,0,1,0,0,0,43,3,7,1
196280,15,254,1,8,0.364,0,0.0,1,1,1,0,1,1,0,0,49,1,9,1
196286,24,231,1,18,0.581,0,0.0,1,1,1,0,1,5,1,0,76,3,13,1
196291,27,231,1,19,0.559,0,0.0,1,1,0,0,0,0,0,0,3,1,4,1
196294,21,231,1,15,0.536,0,0.0,1,1,0,0,1,0,0,0,2,2,11,1
196299,25,231,1,18,0.562,0,0.0,1,1,1,0,1,0,0,0,97,5,6,1
196301,23,231,1,17,0.567,0,0.0,1,1,1,0,0,0,1,0,21,9,20,1
196308,13,252,1,7,0.35,0,0.0,1,1,1,0,1,0,1,0,11,2,4,1
196311,26,231,1,20,0.606,0,0.0,1,1,1,0,1,0,0,0,30,15,23,1
196312,18,231,1,12,0.48,0,0.0,1,1,1,0,1,0,0,0,6,5,11,1
196314,21,231,1,15,0.536,0,0.0,1,1,1,0,1,0,1,0,8,3,15,1
196319,21,254,1,14,0.5,0,0.0,1,1,1,0,1,2,0,0,45,7,17,1
196320,21,189,1,15,0.536,0,0.0,1,1,1,0,0,2,0,0,10,2,9,1
196322,11,273,1,5,0.278,0,0.0,1,1,0,0,0,1,1,0,13,8,6,1
196323,25,231,1,19,0.594,0,0.0,1,1,1,0,1,2,1,0,5,4,8,1
196328,20,231,1,14,0.519,0,0.0,1,1,1,0,1,2,1,0,29,12,17,1
196332,23,231,1,17,0.567,0,0.0,1,1,0,0,1,0,0,0,48,3,11,1
196338,16,231,1,10,0.435,0,0.0,1,1,0,0,0,0,0,0,8,0,0,1
196341,26,231,1,20,0.606,0,0.0,1,1,0,0,1,1,1,0,10,3,14,1
196343,21,231,1,14,0.5,0,0.0,1,1,0,0,1,2,1,0,27,2,19,1
196345,20,231,1,14,0.519,0,0.0,1,1,0,0,1,1,1,0,22,11,28,1
196351,17,231,1,11,0.458,0,0.0,1,1,1,0,1,1,1,0,61,5,23,1
196352,14,231,1,8,0.381,0,0.0,1,1,1,0,0,4,1,0,10,14,20,1
196356,17,231,1,11,0.458,0,0.0,1,1,0,0,0,1,0,0,42,14,22,1
196367,18,231,1,12,0.48,0,0.0,1,1,1,0,1,3,1,0,15,12,21,1
196368,23,231,1,16,0.533,0,0.0,1,1,1,0,1,0,1,0,28,1,16,1
196372,10,254,1,4,0.235,0,0.0,1,1,0,0,1,0,1,0,55,6,9,1
196375,19,231,1,13,0.5,0,0.0,1,1,0,0,0,0,1,0,19,8,13,1
196381,28,231,1,21,0.6,0,0.0,1,1,0,0,1,0,0,0,16,11,13,1
196384,27,231,1,21,0.618,0,0.0,1,1,1,0,1,0,0,0,8,6,21,1
196385,21,231,1,15,0.536,0,0.0,1,1,1,0,1,1,0,0,63,8,20,1
196387,20,231,1,14,0.519,0,0.0,1,1,1,0,1,0,0,0,55,3,8,1
196392,11,231,1,5,0.278,0,0.0,1,1,0,0,1,0,1,0,28,26,29,1
196394,24,231,1,16,0.516,0,0.0,1,1,0,0,1,3,1,0,8,5,12,1
196395,13,231,1,7,0.35,0,0.0,1,1,1,0,1,1,0,0,13,5,3,1
196398,18,231,1,12,0.48,0,0.0,1,1,1,0,1,4,1,0,23,8,7,1
196399,25,231,1,19,0.594,0,0.0,1,1,0,0,1,2,1,0,29,13,30,1
196403,21,254,1,14,0.5,0,0.0,1,1,0,0,0,0,1,0,21,11,6,1
196406,22,231,1,16,0.552,0,0.0,1,1,1,0,1,0,1,0,27,4,5,1
196410,18,231,1,12,0.48,0,0.0,1,1,1,0,1,0,1,0,21,10,23,1
196411,18,231,1,12,0.48,0,0.0,1,1,0,0,1,3,1,0,33,22,33,1
196414,11,204,1,5,0.278,0,0.0,1,1,0,0,1,3,1,0,15,12,14,1
196415,20,231,1,14,0.519,0,0.0,1,1,0,0,1,0,0,0,3,0,4,1
196418,21,231,1,15,0.536,0,0.0,1,1,0,0,1,0,0,0,5,3,10,1
196419,16,231,1,10,0.435,0,0.0,1,1,0,0,1,2,1,0,5,0,2,1
196420,21,231,1,15,0.536,0,0.0,1,1,0,0,1,1,1,0,15,13,18,1
196422,19,231,1,13,0.5,0,0.0,1,1,0,0,1,4,0,0,47,11,28,1
196424,20,231,1,14,0.519,0,0.0,1,1,1,0,1,1,1,0,55,6,16,1
196426,28,231,1,22,0.629,0,0.0,1,1,0,0,1,1,1,0,18,15,13,1
196427,18,231,1,12,0.48,0,0.0,1,1,1,0,1,0,0,0,43,3,13,1
196428,19,231,1,13,0.5,0,0.0,1,1,1,0,1,0,0,0,67,3,8,1
196434,14,211,1,8,0.381,0,0.0,1,1,0,0,1,0,0,0,20,2,2,1
196438,25,231,1,19,0.594,0,0.0,1,1,1,0,1,2,0,0,101,4,15,1
196441,28,231,1,22,0.629,0,0.0,1,1,1,0,1,0,0,0,20,2,5,1
196443,16,140,1,10,0.435,0,0.0,1,1,1,0,1,1,1,0,31,11,10,1
196445,14,231,1,8,0.381,0,0.0,1,1,1,0,1,0,0,0,9,2,7,1
196454,14,231,1,8,0.381,0,0.0,1,1,1,0,1,1,0,0,18,6,7,1
196461,25,231,1,19,0.594,0,0.0,1,1,0,0,0,4,1,0,8,1,9,1
196462,19,231,1,13,0.5,0,0.0,1,1,0,0,1,0,1,0,26,4,7,1
196467,20,231,1,14,0.519,0,0.0,1,1,0,0,1,1,1,0,7,15,20,1
196471,31,231,1,25,0.658,0,0.0,1,1,1,0,1,1,1,0,38,17,17,1
196474,12,231,1,6,0.316,0,0.0,1,1,1,0,1,3,1,0,47,29,41,1
196477,20,204,1,13,0.481,0,0.0,1,1,1,0,1,0,1,0,9,4,5,1
196485,12,254,1,6,0.316,0,0.0,1,1,1,0,1,0,1,0,16,3,12,1
196487,22,231,1,16,0.552,0,0.0,1,1,1,0,1,2,1,0,24,0,17,1
196496,18,231,1,12,0.48,0,0.0,1,1,0,0,0,0,0,0,26,4,12,1
196506,22,231,1,16,0.552,0,0.0,1,1,0,0,0,3,0,0,42,2,39,1
196509,18,231,1,12,0.48,0,0.0,1,1,1,0,0,9,1,0,17,1,4,1
196510,18,231,1,12,0.48,0,0.0,1,1,0,0,1,5,1,0,87,4,12,1
196511,22,231,1,16,0.552,0,0.0,1,1,1,0,1,0,0,0,23,2,10,1
196522,25,231,1,19,0.594,0,0.0,1,1,0,0,1,0,1,0,93,11,20,1
196524,18,231,1,12,0.48,0,0.0,1,1,0,0,1,0,1,0,25,4,3,1
196533,13,127,1,7,0.35,0,0.0,1,1,0,0,0,0,0,0,21,9,13,1
196540,18,303,1,11,0.44,0,0.0,1,1,0,0,1,1,1,0,4,5,16,1
196551,24,231,1,18,0.581,0,0.0,1,1,0,0,1,0,0,0,45,15,18,1
196564,17,231,1,11,0.458,0,0.0,1,1,0,0,0,0,1,0,29,4,2,1
196566,24,231,1,18,0.581,0,0.0,1,1,0,0,0,0,0,0,14,1,0,1
196567,16,231,1,10,0.435,0,0.0,1,1,0,0,1,2,0,0,2,8,13,1
196570,31,231,1,25,0.658,0,0.0,1,1,0,0,1,4,1,0,33,1,19,1
196573,16,231,1,10,0.435,0,0.0,1,1,1,0,1,0,0,0,4,5,12,1
196575,18,231,1,12,0.48,0,0.0,1,1,1,0,1,5,1,0,29,15,20,1
196593,20,231,1,14,0.519,0,0.0,1,1,0,0,1,0,0,0,22,4,19,1
196595,14,328,1,8,0.381,0,0.0,1,1,1,0,0,0,1,0,9,6,4,1
196596,15,231,1,9,0.409,0,0.0,1,1,1,0,1,2,0,0,23,5,19,1
196603,35,231,1,25,0.595,0,0.0,1,1,1,0,1,3,1,0,44,10,8,1
196606,13,231,1,7,0.35,0,0.0,1,1,0,0,1,0,1,0,85,4,5,1
196607,12,231,1,6,0.316,0,0.0,1,1,1,0,1,2,0,0,24,4,4,1
196608,21,231,1,15,0.536,0,0.0,1,1,0,0,0,0,1,0,68,28,6,1
196614,15,231,1,9,0.409,0,0.0,1,1,1,0,1,2,0,0,51,28,43,1
196621,27,231,1,21,0.618,0,0.0,1,1,0,0,1,2,0,0,14,4,4,1
196623,15,231,1,9,0.409,0,0.0,1,1,0,0,0,0,1,0,40,7,12,1
196628,19,231,1,13,0.5,0,0.0,1,1,1,0,1,0,0,0,14,6,8,1
196630,24,231,1,18,0.581,0,0.0,1,1,0,0,1,0,1,0,0,2,2,1
196634,18,231,1,12,0.48,0,0.0,1,1,0,0,0,0,0,0,20,4,8,1
196636,13,231,1,7,0.35,0,0.0,1,1,0,0,1,0,0,0,19,3,7,1
196641,25,231,1,19,0.594,0,0.0,1,1,0,0,1,0,0,0,11,0,4,1
196644,19,231,1,13,0.5,0,0.0,1,1,0,0,1,5,1,0,18,21,18,1
196645,16,231,1,10,0.435,0,0.0,1,1,1,0,0,1,0,0,27,5,20,1
196649,15,231,1,9,0.409,0,0.0,1,1,0,0,1,0,1,0,5,1,2,1
196662,29,231,1,23,0.639,0,0.0,1,1,1,0,1,4,0,0,24,8,19,1
196669,15,231,1,9,0.409,0,0.0,1,1,1,0,1,0,0,0,5,2,1,1
196672,15,231,1,9,0.409,0,0.0,1,1,0,0,1,3,1,0,28,10,24,1
196676,17,231,1,10,0.417,0,0.0,1,1,0,0,0,0,0,0,29,2,13,1
196679,28,231,1,22,0.629,0,0.0,1,1,1,0,1,1,1,0,21,1,1,1
196696,13,273,1,7,0.35,0,0.0,1,1,1,0,1,5,1,0,18,14,14,1
196700,17,282,1,10,0.417,0,0.0,1,1,1,0,1,0,1,0,75,8,20,1
196701,12,282,1,6,0.316,0,0.0,1,1,0,0,1,0,1,0,13,2,1,1
196702,17,231,1,11,0.458,0,0.0,1,1,0,0,1,2,1,0,30,20,31,1
196709,12,140,1,6,0.316,0,0.0,1,1,1,0,1,0,1,0,6,4,21,1
196711,13,254,1,7,0.35,0,0.0,1,1,1,0,1,0,0,0,49,6,15,1
196712,21,231,1,15,0.536,0,0.0,1,1,0,0,1,4,0,0,8,1,0,1
196726,25,231,1,19,0.594,0,0.0,1,1,1,0,1,0,1,0,19,4,6,1
196730,17,231,1,11,0.458,0,0.0,1,1,1,0,0,2,0,0,25,3,8,1
196731,24,231,1,18,0.581,0,0.0,1,1,1,0,1,1,0,0,84,6,11,1
196744,15,231,1,9,0.409,0,0.0,1,1,1,0,1,0,1,0,34,2,10,1
196746,22,231,1,15,0.517,0,0.0,1,1,0,0,0,1,0,0,9,21,13,1
196747,13,254,1,7,0.35,0,0.0,1,1,1,0,1,0,0,0,27,13,15,1
196755,20,231,1,14,0.519,0,0.0,1,1,1,0,1,1,1,0,27,6,10,1
196756,20,231,1,14,0.519,0,0.0,1,1,0,0,1,0,0,0,2,1,1,1
196765,22,231,1,16,0.552,0,0.0,1,1,0,0,1,1,1,0,27,2,3,1
196770,12,303,1,6,0.316,0,0.0,1,1,1,0,1,7,0,0,20,17,21,1
196771,18,231,1,12,0.48,0,0.0,1,1,1,0,0,2,1,0,57,4,14,1
196772,17,231,1,11,0.458,0,0.0,1,1,1,0,1,1,1,0,41,2,15,1
196773,17,231,1,11,0.458,0,0.0,1,1,1,0,1,1,0,0,16,2,8,1
196786,19,231,1,13,0.5,0,0.0,1,1,1,0,1,0,1,0,38,2,13,1
196788,17,231,1,11,0.458,0,0.0,1,1,0,0,1,2,0,0,22,23,27,1
196791,12,254,1,6,0.316,0,0.0,1,1,0,0,0,0,0,0,41,6,7,1
196794,19,231,1,13,0.5,0,0.0,1,1,0,0,1,6,1,0,6,5,9,1
196797,19,231,1,13,0.5,0,0.0,1,1,0,0,1,3,1,0,26,15,12,1
196799,15,273,1,9,0.409,0,0.0,1,1,1,0,1,2,0,0,24,12,17,1
196803,13,231,1,7,0.35,0,0.0,1,1,1,0,1,1,1,0,23,1,7,1
196810,13,231,1,7,0.35,0,0.0,1,1,0,0,1,0,0,0,7,2,2,1
196820,15,231,1,9,0.409,0,0.0,1,1,1,0,0,6,1,0,28,4,7,1
196823,25,231,1,19,0.594,0,0.0,1,1,1,0,1,0,0,0,95,7,10,1
196826,15,231,1,9,0.409,0,0.0,1,1,1,0,1,2,0,0,3,2,8,1
196827,23,231,1,17,0.567,0,0.0,1,1,0,0,1,0,1,0,48,8,9,1
196838,18,303,1,10,0.4,0,0.0,1,1,0,0,1,0,1,0,49,18,36,1
196848,17,231,1,11,0.458,0,0.0,1,1,1,0,1,2,0,0,67,2,10,1
196849,12,171,1,6,0.316,0,0.0,1,1,1,0,0,0,1,0,16,2,6,1
196868,19,231,1,13,0.5,0,0.0,1,1,1,0,0,3,1,0,24,27,45,1
196877,15,211,1,8,0.364,0,0.0,1,1,0,0,1,0,0,0,42,14,19,1
196879,20,231,1,14,0.519,0,0.0,1,1,0,0,0,1,1,0,14,11,11,1
196881,20,231,1,14,0.519,0,0.0,1,1,0,0,0,0,1,0,24,8,10,1
196886,16,231,1,10,0.435,0,0.0,1,1,0,0,0,0,0,0,0,9,18,1
196888,17,231,1,11,0.458,0,0.0,1,1,0,0,1,0,0,0,5,0,0,1
196898,14,334,1,8,0.381,0,0.0,1,1,0,0,0,0,1,0,13,7,10,1
196900,20,231,1,14,0.519,0,0.0,1,1,0,0,1,0,0,0,10,9,10,1
196901,26,231,1,20,0.606,0,0.0,1,1,1,0,1,1,1,0,18,6,7,1
196905,26,231,1,20,0.606,0,0.0,1,1,1,0,0,0,0,0,3,10,13,1
196906,20,231,1,14,0.519,0,0.0,1,1,0,0,1,0,1,0,38,10,19,1
196908,22,231,1,16,0.552,0,0.0,1,1,0,0,0,0,1,0,21,7,12,1
196910,18,231,1,12,0.48,0,0.0,1,1,1,0,1,0,1,0,9,4,9,1
196912,30,231,1,24,0.649,0,0.0,1,1,0,0,1,2,1,0,32,21,11,1
196916,16,231,1,10,0.435,0,0.0,1,1,1,0,0,0,1,0,25,7,1,1
196923,23,231,1,17,0.567,0,0.0,1,1,1,0,1,0,0,0,71,4,5,1
196926,14,189,1,8,0.381,0,0.0,1,1,1,0,1,6,1,0,41,13,24,1
196928,25,231,1,19,0.594,0,0.0,1,1,1,0,1,0,1,0,22,2,14,1
196932,23,231,1,17,0.567,0,0.0,1,1,1,0,1,0,0,0,20,9,16,1
196936,30,231,1,24,0.649,0,0.0,1,1,0,0,0,0,1,0,16,18,24,1
196939,21,231,1,15,0.536,0,0.0,1,1,1,0,1,0,1,0,47,3,15,1
196946,18,231,1,12,0.48,0,0.0,1,1,0,0,1,0,1,0,38,10,25,1
196951,24,231,1,18,0.581,0,0.0,1,1,1,0,1,0,1,0,39,19,15,1
196955,10,300,1,4,0.235,0,0.0,1,1,0,0,1,0,1,0,5,8,11,1
196957,19,231,1,12,0.462,0,0.0,1,1,0,0,0,0,0,0,51,11,20,1
196958,30,231,1,24,0.649,0,0.0,1,1,1,0,1,0,1,0,17,9,18,1
196960,14,254,1,8,0.381,0,0.0,1,1,1,0,1,0,1,0,91,4,11,1
196974,14,280,1,8,0.381,0,0.0,1,1,0,0,0,2,1,0,20,9,24,1
196980,26,231,1,20,0.606,0,0.0,1,1,0,0,1,3,1,0,42,5,41,1
196984,18,231,1,12,0.48,0,0.0,1,1,1,0,0,0,0,0,8,2,9,1
196991,21,231,1,15,0.536,0,0.0,1,1,1,0,1,0,1,0,35,17,36,1
196998,16,231,1,10,0.435,0,0.0,1,1,1,0,1,2,1,0,12,6,22,1
197008,17,254,1,10,0.417,0,0.0,1,1,1,0,1,1,1,0,11,7,13,1
197011,22,231,1,16,0.552,0,0.0,1,1,1,0,1,0,0,0,18,1,4,1
197014,25,254,1,19,0.594,0,0.0,1,1,1,0,1,0,1,0,32,7,8,1
197015,19,231,1,13,0.5,0,0.0,1,1,1,0,1,2,1,0,31,7,11,1
197024,17,231,1,11,0.458,0,0.0,1,1,1,0,0,1,1,0,31,11,7,1
197025,22,231,1,16,0.552,0,0.0,1,1,1,0,0,0,1,0,20,1,8,1
197026,22,231,1,16,0.552,0,0.0,1,1,1,0,0,0,0,0,60,3,5,1
197028,18,231,1,12,0.48,0,0.0,1,1,0,0,0,0,1,0,9,13,4,1
197032,15,231,1,9,0.409,0,0.0,1,1,1,0,1,0,0,0,59,24,25,1
197035,19,231,1,13,0.5,0,0.0,1,1,0,0,1,0,1,0,19,2,6,1
197053,14,273,1,8,0.381,0,0.0,1,1,0,0,1,3,0,0,49,20,21,1
197062,17,231,1,11,0.458,0,0.0,1,1,1,0,1,0,1,0,25,21,38,1
197063,20,231,1,14,0.519,0,0.0,1,1,1,0,1,2,0,0,14,1,8,1
197066,24,231,1,17,0.548,0,0.0,1,1,0,0,1,0,1,0,8,14,14,1
197067,17,231,1,11,0.458,0,0.0,1,1,0,0,0,0,1,0,35,3,12,1
197068,19,231,1,13,0.5,0,0.0,1,1,0,0,1,1,0,0,14,5,19,1
197069,19,231,1,13,0.5,0,0.0,1,1,1,0,1,0,1,0,8,4,10,1
197070,15,231,1,9,0.409,0,0.0,1,1,0,0,0,0,1,0,27,1,2,1
197075,20,231,1,14,0.519,0,0.0,1,1,1,0,1,9,1,0,38,15,21,1
197078,19,231,1,13,0.5,0,0.0,1,1,1,0,1,2,0,0,87,8,14,1
197082,15,231,1,9,0.409,0,0.0,1,1,1,0,0,2,0,0,102,1,5,1
197084,29,231,1,23,0.639,0,0.0,1,1,0,0,1,0,1,0,38,4,7,1
197085,28,231,1,21,0.6,0,0.0,1,1,0,0,0,0,1,0,11,11,18,1
197088,18,231,1,12,0.48,0,0.0,1,1,0,0,0,0,1,0,29,4,3,1
197092,18,231,1,12,0.48,0,0.0,1,1,1,0,1,1,1,0,24,3,7,1
197094,16,231,1,9,0.391,0,0.0,1,1,1,0,1,4,1,0,34,7,7,1
197105,22,231,1,16,0.552,0,0.0,1,1,0,0,1,0,0,0,1,3,6,1
197108,20,231,1,14,0.519,0,0.0,1,1,0,0,1,3,1,0,5,5,10,1
197116,15,231,1,9,0.409,0,0.0,1,1,1,0,1,0,0,0,33,15,39,1
197118,14,231,1,8,0.381,0,0.0,1,1,1,0,1,1,0,0,11,2,12,1
197122,25,231,1,19,0.594,0,0.0,1,1,0,0,0,0,1,0,7,19,13,1
197123,26,231,1,20,0.606,0,0.0,1,1,1,0,0,2,1,0,55,3,7,1
197128,16,231,1,10,0.435,0,0.0,1,1,1,0,1,0,0,0,2,2,2,1
197131,19,231,1,13,0.5,0,0.0,1,1,0,0,0,0,0,0,3,5,9,1
197136,14,231,1,8,0.381,0,0.0,1,1,1,0,0,1,0,0,22,3,9,1
197137,19,231,1,13,0.5,0,0.0,1,1,0,0,0,0,0,0,1,6,7,1
197139,16,231,1,10,0.435,0,0.0,1,1,0,0,1,3,0,0,99,12,21,1
197142,26,231,1,20,0.606,0,0.0,1,1,0,0,1,0,0,0,12,3,9,1
197149,21,231,1,15,0.536,0,0.0,1,1,1,0,0,2,1,0,35,16,19,1
197156,19,231,1,13,0.5,0,0.0,1,1,1,0,1,0,1,0,0,2,8,1
197157,16,231,1,10,0.435,0,0.0,1,1,1,0,1,0,0,0,6,17,24,1
197163,18,231,1,12,0.48,0,0.0,1,1,1,0,1,0,0,0,33,3,18,1
197167,18,231,1,12,0.48,0,0.0,1,1,1,0,1,0,1,0,29,9,17,1
197171,22,231,1,16,0.552,0,0.0,1,1,1,0,0,0,1,0,69,2,3,1
197172,17,231,1,11,0.458,0,0.0,1,1,1,0,1,0,0,0,42,3,3,1
197180,11,231,1,5,0.278,0,0.0,1,1,1,0,1,1,1,0,61,4,26,1
197187,17,231,1,11,0.458,0,0.0,1,1,0,0,1,4,1,0,3,4,5,1
197189,14,231,1,8,0.381,0,0.0,1,1,1,0,1,1,1,0,4,2,4,1
197191,19,231,1,13,0.5,0,0.0,1,1,1,0,1,8,1,0,51,2,12,1
197195,17,254,1,11,0.458,0,0.0,1,1,0,0,1,0,1,0,63,16,15,1
197197,14,280,1,8,0.381,0,0.0,1,1,1,0,1,0,0,0,48,5,8,1
197199,23,231,1,17,0.567,0,0.0,1,1,1,0,1,5,0,0,7,4,6,1
197217,16,231,1,10,0.435,0,0.0,1,1,1,0,1,0,0,0,12,3,5,1
197218,25,231,1,19,0.594,0,0.0,1,1,0,0,0,0,0,0,13,12,9,1
197226,15,231,1,9,0.409,0,0.0,1,1,0,0,1,2,1,0,10,4,10,1
197231,23,231,1,17,0.567,0,0.0,1,1,0,0,0,2,1,0,48,13,28,1
197233,13,231,1,7,0.35,0,0.0,1,1,1,0,0,4,0,0,68,3,27,1
197235,14,231,1,8,0.381,0,0.0,1,1,1,0,0,0,0,0,34,20,5,1
197244,16,231,1,10,0.435,0,0.0,1,1,0,0,0,0,0,0,7,13,12,1
197245,28,231,1,22,0.629,0,0.0,1,1,1,0,1,0,1,0,49,4,13,1
197246,13,231,1,7,0.35,0,0.0,1,1,1,0,1,2,0,0,24,24,24,1
197252,17,231,1,11,0.458,0,0.0,1,1,0,0,0,0,0,0,13,20,41,1
197265,19,211,1,12,0.462,0,0.0,1,1,1,0,1,0,1,0,26,19,19,1
197277,17,231,1,11,0.458,0,0.0,1,1,1,0,1,6,0,0,55,14,12,1
197286,27,231,1,21,0.618,0,0.0,1,1,0,0,0,0,0,0,16,9,12,1
197292,24,231,1,18,0.581,0,0.0,1,1,0,0,1,0,0,0,0,3,6,1
197293,23,231,1,16,0.533,0,0.0,1,1,1,0,1,0,1,0,41,5,16,1
197301,19,231,1,13,0.5,0,0.0,1,1,1,0,0,0,0,0,62,6,24,1
197313,23,231,1,17,0.567,0,0.0,1,1,1,0,1,2,1,0,52,8,20,1
197316,12,231,1,6,0.316,0,0.0,1,1,0,0,1,2,1,0,21,6,12,1
197325,11,225,1,5,0.278,0,0.0,1,1,0,0,1,0,0,0,42,8,12,1
197339,13,231,1,7,0.35,0,0.0,1,1,0,0,1,0,1,0,26,8,16,1
197340,16,226,1,10,0.435,0,0.0,1,1,0,0,0,0,1,0,17,8,27,1
197349,14,231,1,8,0.381,0,0.0,1,1,1,0,1,2,1,0,34,12,28,1
197353,13,231,1,6,0.3,0,0.0,1,1,0,0,0,6,0,0,14,16,23,1
197365,22,231,1,16,0.552,0,0.0,1,1,0,0,0,1,0,0,12,6,8,1
197371,24,231,1,18,0.581,0,0.0,1,1,0,0,1,5,1,0,47,4,12,1
197374,14,231,1,8,0.381,0,0.0,1,1,1,0,0,0,0,0,15,3,9,1
197378,20,231,1,14,0.519,0,0.0,1,1,0,0,1,0,0,0,8,0,4,1
197383,18,231,1,12,0.48,0,0.0,1,1,1,0,1,0,1,0,71,20,26,1
197384,23,231,1,17,0.567,0,0.0,1,1,0,0,1,0,0,0,42,1,6,1
197385,20,231,1,14,0.519,0,0.0,1,1,1,0,1,0,0,0,8,1,12,1
197387,20,282,1,13,0.481,0,0.0,1,1,0,0,0,1,1,0,16,17,16,1
197392,17,231,1,11,0.458,0,0.0,1,1,1,0,1,8,1,0,15,20,37,1
197397,14,231,1,8,0.381,0,0.0,1,1,1,0,1,0,0,0,20,3,12,1
197402,17,231,1,11,0.458,0,0.0,1,1,1,0,1,1,0,0,7,3,6,1
197414,21,231,1,15,0.536,0,0.0,1,1,1,0,0,2,1,0,16,14,24,1
197417,14,231,1,8,0.381,0,0.0,1,1,0,0,0,2,0,0,8,3,8,1
197429,22,231,1,16,0.552,0,0.0,1,1,0,0,1,0,0,0,10,1,3,1
197433,27,231,1,21,0.618,0,0.0,1,1,1,0,1,2,1,0,64,16,25,1
197436,15,231,1,9,0.409,0,0.0,1,1,0,0,1,2,1,0,24,26,39,1
197444,32,231,1,26,0.667,0,0.0,1,1,1,0,1,1,1,0,18,4,9,1
197445,16,231,1,10,0.435,0,0.0,1,1,1,0,1,1,1,0,39,11,20,1
197446,21,231,1,15,0.536,0,0.0,1,1,1,0,1,0,1,0,23,3,10,1
197449,25,231,1,19,0.594,0,0.0,1,1,1,0,1,2,1,0,100,2,5,1
197459,31,231,1,25,0.658,0,0.0,1,1,0,0,0,0,0,0,11,1,3,1
197464,21,231,1,15,0.536,0,0.0,1,1,1,0,1,2,1,0,35,5,11,1
